original_text,admin,adu,air,aja,alir,allah,area,baik,banget,bantu,banyu,barat,bayar,benowo,berangkat,biar,bocor,bulak,bulan,butuh,call,cek,center,cepat,cuci,culvert,daerah,dampak,debit,denda,dm,e,estimasi,g,ga,gak,ganggu,gimana,gin,habis,halo,hari,hidup,indah,info,informasi,iya,jalan,jam,jambang,kah,kak,kali,kalo,karah,kasih,kebraon,kemarin,kena,kerja,keruh,kotak,lancar,lapor,layan,lek,loh,malam,mandi,masak,mati,mem,meter,min,minggu,moga,mohon,normal,num,nyala,opo,orang,pagi,pakai,pakal,panas,parah,pas,pasang,pbi,pdam,pemberitahuan,pipa,pompa,pondok,proyek,respon,rumah,sama,sambikerep,sampek,sek,sekali,selamat,selesai,siang,sih,sore,subuh,surabaya,susah,ta,tagih,tandon,tanggal,telat,terima,tidur,tolong,tp,tugas,wa,warga,wilayah,ya
molor admin tolong malam nyala tagih gak bayar,0.429578635,0,0,0,0,0,0,0,0,0,0,0,0.411454758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328974479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357395468,0,0,0,0,0,0,0,0,0,0,0,0.268710522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459581022,0,0,0,0,0,0.356077786,0,0,0,0,0,0
nyala ya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686710128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726931359
pondok benowo indah air,0,0,0.208456106,0,0,0,0,0,0,0,0,0,0,0.504409312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603213351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581593459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo min mati ya daerah mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390363563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612047941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237920572,0.473647522,0,0.280748139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336520305
parah sek nyala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352694381,0,0,0,0,0,0,0.669871712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653359444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sore nyala air,0,0,0.322835448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491863325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808608523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air daerah benowo nyala gimana,0,0,0.226648984,0,0,0,0,0,0,0,0,0,0,0.548431323,0,0,0,0,0,0,0,0,0,0,0,0,0.424028408,0,0,0,0,0,0,0,0,0,0,0.590601326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345316239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alir,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pantau set sore pbi nyala min air,0,0,0.242704298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326562458,0,0,0,0,0,0.36977768,0,0,0,0,0,0,0,0,0,0.572860818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607903393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sore alir pakal benowo,0,0,0,0,0.421520056,0,0,0,0,0,0,0,0,0.493831017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563165194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511171921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gak tau mandi komen cak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651400185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75873434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selamat sore ngadimin hormat sore air wilayah surabaya barat mem pondok benowo indah alir,0,0,0.113932594,0,0.235318644,0,0,0,0,0,0,0.302180815,0,0.275687109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329688887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258627771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317872441,0,0,0,0,0,0,0,0,0.307981447,0,0,0,0.483169816,0,0.283304609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281309002,0
alir estimasi jam kali kalo kasih info mepet,0,0,0,0,0.329215339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45536673,0,0,0,0,0,0,0,0,0,0,0,0.34473913,0,0,0,0.272154688,0,0,0,0.42275681,0.430872006,0,0.356330119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hari aktivitas mck mohon ikut up kerja larut kasihan rumah pakai tandon habis kalo hari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340968199,0,0.540127979,0,0,0,0,0,0,0,0,0,0,0,0.344287641,0,0,0,0,0,0.262035928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297129318,0,0,0,0,0,0,0.363860114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268418895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334778926,0,0,0,0,0,0,0,0,0,0,0
nyala ya ampun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686710128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726931359
air bom nyala sih admin,0.593038265,0,0.243478988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370957977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671873335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tolong admin gimana mem air ga nyala habis air,0.394694498,0,0.274368694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314855395,0,0,0.422260527,0,0.433819288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36784683,0,0,0,0,0,0,0,0.246889756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32716232,0,0,0,0,0,0
min ko mati ya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477110389,0,0,0.562993996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674835859
jahat banget estimasi jam selesai pagi ga nyala ga ajar ta kalo bohong dosa direksi gak evaluasi ta cek,0,0,0,0,0,0,0,0,0.294338929,0,0,0,0,0,0,0,0,0,0,0,0,0.31289485,0,0,0,0,0,0,0,0,0,0,0.330682668,0,0.380792032,0.215904954,0,0,0,0,0,0,0,0,0,0,0,0,0.197635955,0,0,0,0,0.31289485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176353901,0,0,0.215904954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256239208,0,0,0,0,0,0,0.48389619,0,0,0,0,0,0,0,0,0,0,0,0,0
mem sore mati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31962904,0.636311108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702100741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sore min sabtu oktober jam permisi kerja selesai air langka lingkung mem tolong maksimal lancar makasih,0,0,0.16431288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280553519,0,0,0,0,0,0,0,0,0,0,0.338055175,0,0,0.424583014,0,0,0,0,0,0,0,0,0.372991369,0,0.22108557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363743589,0,0,0.411555784,0,0,0,0,0,0,0,0,0,0,0.331737864,0,0,0,0,0,0
siang nyala mati maksud gimana sih min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514843192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22528809,0,0,0.26584171,0,0,0,0,0,0.30102153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475023075,0.545205527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
he min klakahrejo mati niat baik ta gak,0,0,0,0,0,0,0,0.493124389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455589609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278507533,0,0,0.32864107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603071344,0,0,0,0,0,0,0,0,0,0,0,0,0
jam tp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568775232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822493001,0,0,0,0,0
baik ya rumah air g,0,0,0.226021369,0,0,0,0,0.456323606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617171659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476340734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364529499
mem mati tolong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351402882,0.699565837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622192618,0,0,0,0,0,0
masak sabtu minggu pdam mati daerah kaum mohon tindak meter jalan air mati terima kasih,0,0,0.133706869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250146768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345497354,0,0,0,0,0,0,0,0.298905939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392203138,0.258138232,0,0.377372787,0,0.315591553,0,0.311928002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236500915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308443232,0,0,0,0,0,0,0,0
daerah kaum gitu minggu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621166059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783678969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mati air mem,0,0,0.366294858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417671384,0.831491847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mati ya air mem,0,0,0.315373003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359607229,0.715898888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508636699
gimana min air jam detik payah pdam warga susah,0,0,0.18761726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488892563,0,0,0,0,0,0,0,0,0,0,0.320344226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25244198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331857697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493157951,0,0,0,0,0,0,0,0,0,0,0,0.45398475,0,0
kak kudu mantau ate masak mantau ate mandi mantau a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55005631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497060672,0.671095183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mati ya sabtu area pondok benowo indah kampung bur,0,0,0,0,0,0,0.449701895,0,0,0,0,0,0,0.424558743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507721598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200065965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489524246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282977882
ganggu jancok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air bom jalan,0,0,0.360914186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93259903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alir nyala,0,0,0,0,0.804742288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593624334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
min air mem mati loh pikir siang e sore normal mati min cuci ku tumpuk min nek mati e sampek besok min,0,0,0.110304654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311322634,0,0,0,0,0,0,0.451915277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311322634,0,0,0,0.263955033,0.250392323,0,0.354165816,0,0,0,0.304382552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304382552,0,0,0,0,0.265200422,0,0.276280947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin bicara baik selesai nyata banyu nang bablas sak tetes kran buka pagi berangkat kerja sampek pulang kerja bak ku kosong,0.338617945,0,0,0,0,0,0,0.280680458,0,0,0.310791811,0,0,0,0.407798935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484283234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259316114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383631852,0,0,0,0.307760217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
min air sek nyala sampek ungsi nak rumah e orang tua,0,0,0.160554645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388500293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216028806,0,0,0,0,0,0.244616699,0,0.447948173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338369412,0,0,0.443045972,0.453147653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin nek butuh kerja bakti warga kerja pipa bicara ta pegawai banyu sampek admin,0.50638882,0,0,0,0,0,0,0,0,0,0.2745042,0,0,0,0,0,0,0,0,0.322761272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427739011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293374074,0,0,0,0,0,0,0,0.338839542,0,0,0,0,0,0,0,0,0,0,0.30318228,0,0,0,0,0,0,0,0,0,0,0.297123255,0,0
nyata d lapang air stok banyu tipis admin garai tagih habis,0.478715376,0,0.196542352,0,0,0,0,0,0,0,0.439376651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526168884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512149545,0,0,0,0,0,0,0,0,0,0,0,0
kirim dm min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904683342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426084558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oalah tau kalo barat mentok benowo,0,0,0,0,0,0,0,0,0,0,0,0.59016854,0,0.538425507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601497355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bohong si admin lapang proses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo cak neng bu informasi tanggal tanggal jam jam gak banyu nobar kecut bos,0,0,0,0,0,0,0,0,0,0,0.322614347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269180512,0,0,0,0,0.423311627,0,0,0,0,0.340623419,0,0,0.417197479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595139522,0,0,0,0,0,0,0,0,0,0
min buang angin kentut ta pagi dorong mandi min ngadimin cuci cuci tumpuk awak kecut nobar lengket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734562049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333963913,0,0,0,0,0.35018732,0,0,0,0,0,0,0,0,0.286719796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379535638,0,0,0,0,0,0,0,0,0,0,0,0,0
